"Texte_Descriptif" "APE_Propose" "APE_DV2" "APE_DV3" "Verification" "Selection" "Nature_Activites" "CodeRetour_DV2" "CodeRetour_DV3"
"KINESIOLOGIE" "8696Y" "8699Y" "9699H" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"La vente et le commerce en ligne et sur la voie publique de lingerie, maillot de bain, produits de confort menstruel, vêtements, linge de ma" "4712H" "4791Y" "4771Y" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"Location d’une résidence secondaire" "5520Y" "5520Y" "5510Y" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"LOCATION DE LOGEMENTS MEUBLES NON PROFESSIONNELLE DE LONGUE DUREE" "6820G" "6820G" "5520Y" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"LOCATION DE VOITURES AVEC CHAUFFEUR" "4933H" "4933H" "7711Y" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"LOCATION IMMOBILIERE EN MEUBLE" "6820G" "5590Y" "6820H" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"LOCATION MEUBLEE" "5590Y" "5590Y" "6820G" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"loueur de meublé saisonnier" "5590Y" "5520Y" "5520Y" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"MASSEUR KINE" "8695Y" "8699Y" "9623Y" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"MASSEUR KINESI" "8695Y" "8699Y" "9623Y" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"MONITEUR D'EQUITATION" "8551Y" "8551Y" "8553Y" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"MONITEUR DE SKI" "8551Y" "8551Y" "8553Y" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"Nettoyage des extérieurs d'une maison à la vapeur basse pression." "8122Y"  "9531G" "KO (selection=1): APE ProposÃ© != DV3" 1  "ERREUR_HTTP_200" "SUCCES_ECHO"
"nettoyage des toitures et des façades" "8122Y" "4341H" "4341H" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"NETTOYAGE EXTERIEUR DE BATIMENTS" "8122Y" "8121Y" "8121Y" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"PHOTOVOLTAIQUE" "3512Y" "4321G" "4321G" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"Pratique de massage et de digi-pression sur le corps de chevaux" "9699G" "9623Y" "9623Y" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"Prestation de services en analyse de données (Data Science / Informatique / Statistique) - réalisation d'études, développement de code, activités de recherche..." "6310Y" "6310Y" "7320Y" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"PROFESSEUR DE NATATION" "8551Y" "8551Y" "8559H" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"Restauration d'affiches, lithographies, gravures" "9012Y" "4779H" "5510Y" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
"Service de coaching, conseil sportifs et nutritionnels, individuel ou collectif, vente de programmes sportifs et alimentaires personnalisés" "8551Y" "9699H" "9699H" "KO (selection=1): APE ProposÃ© != DV3" 1  "SUCCES_ECHO" "SUCCES_ECHO"
